first_word	ensemble_pred	ensemble_conf	majority_pred	vote_strength	n_encoders_voting	empirical	total_emit_count	is_claude	ensemble_p_HP	ensemble_p_LP	ensemble_p_HN-D	ensemble_p_HN-S	ensemble_p_LN	ensemble_p_NB	gemma_pred	gemma_conf	ministral_pred	ministral_conf	qwen_pred	qwen_conf	gpt_oss_20b_pred	gpt_oss_20b_conf	granite_pred	granite_conf
(〃▿〃)	LP	0.2995		2-2-1	5	NB	1	False	0.1904	0.2995	0.0588	0.074	0.1054	0.2719	LP	0.49	NB	0.313	LN	0.191	LP	0.244	NB	0.613
(〃＾▽＾〃)	NB	0.3046		2-2-1	5	NB	1	False	0.2922	0.2279	0.0447	0.0644	0.0661	0.3046	HP	0.795	LP	0.39	HP	0.25	LP	0.268	NB	0.665
(〃ﾟ3ﾟ〃)	HP	0.2699		2-1-1-1	5	HN-D	3	False	0.2699	0.1379	0.082	0.1197	0.1791	0.2114	HP	0.987	LP	0.343	HP	0.218	HN-S	0.312	NB	0.481
(〃￣ω￣〃)	LP	0.2801		2-1-1-1	5	LP	1	False	0.1053	0.2801	0.0617	0.1143	0.2109	0.2277	LP	0.539	NB	0.39	HP	0.215	LP	0.239	LN	0.608
(つ≧▽≦)	HP	0.3403	HP	3-2	5	HP	3	False	0.3403	0.2648	0.0731	0.0721	0.1265	0.1233	HP	0.997	LP	0.238	HP	0.269	HP	0.322	LP	0.74
(つ◕o◕)	LP	0.2633		2-1-1-1	5	LN	1	False	0.2009	0.2633	0.1147	0.1115	0.1055	0.204	HP	0.608	NB	0.471	HP	0.243	HN-D	0.292	LP	0.927
(づ｡◕‿‿◕｡)	HP	0.3093		2-2-1	5	HP	1	False	0.3093	0.1545	0.0616	0.0547	0.2725	0.1474	HP	0.951	NB	0.307	NB	0.19	HP	0.322	LN	0.868
(づ｡◕‿◕｡)	LN	0.2689		2-1-1-1	5	nan	0	False	0.2023	0.2464	0.0511	0.0471	0.2689	0.1843	HP	0.408	NB	0.34	NB	0.211	LP	0.391	LN	0.897
(゜∇゜)	NB	0.361		2-2-1	5	nan	0	False	0.1825	0.2386	0.0517	0.0835	0.0827	0.361	NB	0.853	NB	0.598	LP	0.216	HN-S	0.229	LP	0.507
(ノ◕ヮ◕)	HP	0.2891		1-1-1-1-1	5	HP	4	True	0.2891	0.1197	0.0686	0.0609	0.2578	0.2039	HP	1.0	NB	0.616	LP	0.257	HN-D	0.223	LN	0.968
(・	NB	0.3755		2-1-1-1	5	nan	0	False	0.0618	0.1378	0.089	0.2284	0.1074	0.3755	HN-S	0.725	NB	0.47	HN-D	0.191	LN	0.201	NB	0.839
(・_・)	NB	0.5547	NB	4-1	5	NB	69	True	0.0421	0.105	0.0862	0.099	0.113	0.5547	NB	0.918	NB	0.478	HN-D	0.226	NB	0.237	NB	0.99
(・_・;)	HN-S	0.3471	LN	3-1-1	5	NB	22	True	0.0273	0.0548	0.1465	0.3471	0.2817	0.1427	HN-S	0.988	LN	0.322	HN-D	0.261	LN	0.276	LN	0.621
(・_・;?)	HN-S	0.5104	HN-S	3-1-1	5	HN-S	1	False	0.0288	0.0524	0.1375	0.5104	0.1907	0.0801	HN-S	1.0	LN	0.316	HN-D	0.256	HN-S	0.415	HN-S	0.701
(・_・?)	NB	0.4573	NB	3-1-1	5	NB	1	False	0.0244	0.0701	0.14	0.1775	0.1306	0.4573	NB	0.554	NB	0.397	HN-D	0.291	LN	0.262	NB	0.996
(・_・ゞ−☆	HN-S	0.2542		1-1-1-1-1	5	nan	0	False	0.0638	0.1205	0.1388	0.2542	0.2091	0.2135	HN-S	0.642	NB	0.568	HN-D	0.21	LP	0.211	LN	0.611
(・_・ヾ	HN-S	0.3085		2-1-1-1	5	NB	3	False	0.0381	0.0877	0.1205	0.3085	0.2861	0.159	HN-S	0.893	NB	0.478	HN-D	0.199	LN	0.253	LN	0.821
(・`ω´・)	NB	0.2907		2-1-1-1	5	NB	1	False	0.0792	0.1519	0.1447	0.2215	0.112	0.2907	HN-S	0.693	NB	0.307	HN-D	0.213	LN	0.214	NB	0.794
(・̀.̫・́)	HN-S	0.3236		2-1-1-1	5	nan	0	False	0.0628	0.0688	0.1394	0.3236	0.1449	0.2606	HN-S	0.996	LN	0.29	HN-D	0.237	HN-D	0.368	NB	0.785
(・̀_・́)	HN-S	0.3385		2-1-1-1	5	nan	0	False	0.0556	0.0771	0.1185	0.3385	0.2118	0.1986	HN-S	0.997	LN	0.334	HN-D	0.246	HN-D	0.256	NB	0.442
(・̀ω・́	HN-S	0.2911		2-1-1-1	5	nan	0	False	0.0658	0.1121	0.1098	0.2911	0.1961	0.2251	HN-S	0.96	NB	0.413	HN-D	0.189	HN-D	0.245	LN	0.451
(・̀ω・́)	NB	0.311		2-2-1	5	NB	34	False	0.0661	0.1234	0.1081	0.2832	0.1082	0.311	HN-S	0.96	NB	0.413	HN-D	0.189	HN-D	0.237	NB	0.81
(・̀‿-)	HN-S	0.2785		2-1-1-1	5	nan	0	False	0.0895	0.1132	0.0963	0.2785	0.2629	0.1596	HN-S	0.939	NB	0.474	HN-D	0.229	HN-D	0.2	LN	0.882
(・̀‿・́)	HN-S	0.2794		1-1-1-1-1	5	NB	69	False	0.09	0.1102	0.0895	0.2794	0.2691	0.1618	HN-S	0.988	NB	0.451	HP	0.21	HN-D	0.194	LN	0.907
(・̀ㅁ・́)	NB	0.3072		2-2-1	5	HN-D	1	False	0.0794	0.1015	0.1033	0.2913	0.1173	0.3072	HN-S	0.984	NB	0.432	HN-D	0.201	HN-D	0.248	NB	0.833
(・̀ㅁ・́;)	LN	0.3184		2-1-1-1	5	nan	0	False	0.0523	0.0595	0.15	0.2912	0.3184	0.1285	HN-S	0.95	NB	0.428	HN-D	0.31	HN-D	0.354	LN	0.969
(・̀ㅂ・́)	HN-S	0.277		2-2-1	5	nan	0	False	0.0842	0.1284	0.1162	0.277	0.1265	0.2678	HN-S	0.91	NB	0.403	HN-D	0.21	HN-D	0.219	NB	0.656
(・́⌓・̀)	NB	0.3338		2-2-1	5	nan	0	False	0.0571	0.1115	0.1042	0.2916	0.1018	0.3338	HN-S	0.995	NB	0.495	HN-D	0.254	HN-D	0.231	NB	0.946
(・́︵・̀)	HN-S	0.2896		2-1-1-1	5	nan	0	False	0.0538	0.1161	0.1092	0.2896	0.2804	0.1509	HN-S	0.95	NB	0.448	HN-D	0.224	HN-D	0.288	LN	0.893
(・ε・)	NB	0.3692		2-1-1-1	5	nan	0	False	0.0545	0.1473	0.0872	0.2521	0.0897	0.3692	HN-S	0.933	NB	0.588	HN-D	0.204	LP	0.215	NB	0.915
(・ω<)	NB	0.549	NB	4-1	5	nan	0	False	0.0689	0.1661	0.0557	0.0725	0.0877	0.549	NB	0.919	NB	0.492	LP	0.218	NB	0.278	NB	0.905
(・ω・)	NB	0.5123	NB	4-1	5	NB	8	True	0.078	0.205	0.0618	0.0711	0.0718	0.5123	NB	0.962	NB	0.54	LP	0.216	NB	0.229	NB	0.681
(・ω・;)	HN-S	0.2899		2-2-1	5	HN-S	1	False	0.0448	0.1432	0.1063	0.2899	0.1278	0.2879	HN-S	1.0	NB	0.465	HN-D	0.222	HN-D	0.278	NB	0.724
(・ω・?)	NB	0.3562		2-2-1	5	NB	1	True	0.0425	0.1287	0.0879	0.2834	0.1013	0.3562	HN-S	0.996	NB	0.547	HN-D	0.23	HN-S	0.254	NB	0.899
(・ω・`)	NB	0.3297		2-2-1	5	HP	1	False	0.0594	0.1377	0.0847	0.2808	0.1077	0.3297	HN-S	1.0	NB	0.487	LP	0.191	HN-S	0.244	NB	0.876
(・ω・`)ゝo☆	HP	0.3895	HP	3-1-1	5	HP	1	False	0.3895	0.3408	0.0352	0.0321	0.0484	0.1541	HP	1.0	NB	0.431	HP	0.23	HP	0.482	LP	1.0
(・ω・ﾉ	NB	0.3265		2-1-1-1	5	nan	0	False	0.0658	0.2668	0.0696	0.1999	0.0714	0.3265	HN-S	0.674	NB	0.556	HP	0.202	LP	0.257	LP	0.553
(・ө・)	NB	0.2852		2-2-1	5	NB	2	False	0.0689	0.2138	0.0874	0.2656	0.079	0.2852	HN-S	0.956	NB	0.54	HN-D	0.199	HN-D	0.224	NB	0.507
(・‾‿‾・)	NB	0.3633	LP	3-1-1	5	nan	0	False	0.1292	0.3191	0.0563	0.0432	0.0888	0.3633	NB	0.996	LN	0.315	LP	0.206	LP	0.387	LP	0.823
(・‿・)	NB	0.5242	NB	3-1-1	5	NB	23	False	0.0892	0.2189	0.0487	0.046	0.073	0.5242	NB	0.997	NB	0.455	HP	0.193	LP	0.36	NB	0.701
(・∀・)	NB	0.5551	NB	4-1	5	NB	13	False	0.089	0.1788	0.0593	0.051	0.0669	0.5551	NB	0.997	NB	0.548	HP	0.204	NB	0.295	NB	0.786
(・∀・;)	HN-S	0.3169		2-1-1-1	5	nan	0	False	0.0617	0.1481	0.1015	0.3169	0.1362	0.2356	HN-S	0.968	NB	0.499	HN-D	0.216	HN-D	0.24	LP	0.329
(・▽・)	NB	0.4586		2-2-1	5	HP	1	False	0.0933	0.2871	0.0445	0.0473	0.0693	0.4586	NB	0.99	NB	0.527	HP	0.21	LP	0.363	LP	0.628
(・⩊・)	NB	0.4207		2-2-1	5	nan	0	False	0.1131	0.2609	0.0537	0.0874	0.0642	0.4207	NB	0.837	NB	0.554	HP	0.221	LP	0.329	LP	0.539
(・へ・)	HN-S	0.2923		2-1-1-1	5	nan	0	False	0.0545	0.1	0.109	0.2923	0.1545	0.2898	HN-S	0.965	NB	0.499	HP	0.199	HN-D	0.314	NB	0.711
(・・;)	HN-S	0.319		2-1-1-1	5	nan	0	False	0.0452	0.1034	0.0957	0.319	0.3109	0.126	HN-S	0.983	NB	0.351	LP	0.262	LN	0.36	LN	0.837
(・・;ノ)	HN-S	0.4912		2-1-1-1	5	HN-D	1	False	0.0475	0.0799	0.1301	0.4912	0.171	0.0804	HN-S	0.991	LN	0.286	LP	0.25	HN-D	0.321	HN-S	0.85
(・﹏・)	HN-S	0.3035		2-1-1-1	5	nan	0	False	0.0467	0.101	0.1632	0.3035	0.1996	0.186	HN-S	0.994	NB	0.495	HN-D	0.216	HN-D	0.311	LN	0.45
(ーー;)	LN	0.3366	LN	3-2	5	nan	0	False	0.0535	0.0732	0.2745	0.1489	0.3366	0.1133	HN-D	0.762	LN	0.338	HN-D	0.214	LN	0.325	LN	0.829
(人*´∀`)	LP	0.4269	LP	3-1-1	5	HP	1	False	0.1981	0.4269	0.0644	0.0579	0.0747	0.1781	HP	0.523	LP	0.457	LP	0.198	LN	0.219	LP	0.884
(人*´∇	LP	0.4612	LP	4-1	5	LP	2	False	0.1808	0.4612	0.0736	0.0643	0.0777	0.1424	LP	0.573	LP	0.421	LP	0.194	LN	0.218	LP	0.975
(灬°‿°灬)	LN	0.2546		2-1-1-1	5	nan	0	False	0.1368	0.2283	0.0704	0.0957	0.2546	0.2142	LP	0.42	NB	0.317	HN-S	0.18	LP	0.239	LN	0.906
(ꈍ‿ꈍ✨)	LN	0.2762		2-1-1-1	5	HP	1	False	0.2536	0.2271	0.0794	0.0882	0.2762	0.0754	HP	0.95	LP	0.7	LP	0.231	HN-S	0.215	LN	0.959
(ꈍ‿ꈍ�	LN	0.3128		2-2-1	5	HN-D	1	False	0.0589	0.1534	0.1396	0.2501	0.3128	0.0852	HN-S	0.554	LP	0.436	LP	0.219	HN-S	0.356	LN	0.844
(꒪_꒪ׅ)	HN-D	0.3444	HN-D	3-1-1	5	HN-D	1	False	0.0289	0.0752	0.3444	0.2376	0.2636	0.0503	HN-D	0.654	HN-S	0.344	HN-D	0.306	HN-D	0.361	LN	0.819
(꒪_꒪✿)	LN	0.2808		2-1-1-1	5	HN-D	1	False	0.0526	0.1654	0.1951	0.2124	0.2808	0.0936	HN-S	0.539	LP	0.388	HN-D	0.253	HN-D	0.398	LN	0.938
(꒪ヮ꒪)	LN	0.2757		1-1-1-1-1	5	HP	1	False	0.2423	0.1238	0.1545	0.1424	0.2757	0.0612	HP	0.976	HN-S	0.258	LP	0.248	HN-D	0.395	LN	0.803
(꒪ꇴ꒪)	LN	0.3097		2-2-1	5	HN-S	3	False	0.061	0.0913	0.2233	0.2652	0.3097	0.0495	HN-S	0.563	HN-S	0.273	HN-D	0.237	HN-D	0.362	LN	0.966
(꒪꒫	HN-D	0.298	HN-D	3-1-1	5	HP	1	False	0.0536	0.1076	0.298	0.2119	0.2446	0.0843	HN-D	0.475	LP	0.301	HN-D	0.218	HN-D	0.397	LN	0.708
(눈_눈)	HN-D	0.3632		2-2-1	5	nan	0	False	0.0507	0.062	0.3632	0.1053	0.331	0.0878	HN-D	0.981	LN	0.349	HN-S	0.174	HN-D	0.434	LN	0.961
(️)	HN-S	0.3887	HN-S	3-1-1	5	HN-S	6	False	0.0499	0.1127	0.1117	0.3887	0.2489	0.088	HN-S	0.876	HN-S	0.549	HP	0.192	HN-S	0.332	LN	0.668
(️⚠️)	HN-S	0.6583	HN-S	4-1	5	HN-S	1	False	0.0386	0.0321	0.1894	0.6583	0.0542	0.0273	HN-S	0.977	HN-S	0.676	HP	0.192	HN-S	0.648	HN-S	0.808
(️⚰️)	LN	0.3264		2-1-1-1	5	HN-D	1	False	0.0454	0.0378	0.2628	0.2963	0.3264	0.0314	HN-S	0.714	HN-D	0.677	HP	0.222	HN-S	0.392	LN	0.993
(️✈️)	HN-S	0.343		2-1-1-1	5	HN-S	2	False	0.0557	0.124	0.0896	0.343	0.1801	0.2076	NB	0.587	HN-S	0.552	HP	0.195	HN-S	0.298	LP	0.333
(️❤️)	LN	0.3923	LN	3-1-1	5	HN-D	2	False	0.0634	0.0758	0.0974	0.3008	0.3923	0.0703	HN-S	0.872	LN	0.462	HP	0.202	LN	0.237	LN	0.999
(️️)	HN-S	0.391	HN-S	3-1-1	5	HN-D	5	False	0.0461	0.1153	0.1578	0.391	0.2141	0.0758	HN-S	0.964	HN-S	0.482	HP	0.194	HN-S	0.343	LN	0.576
(️️️)	HN-S	0.4041	HN-S	3-1-1	5	HN-D	2	False	0.045	0.0469	0.1592	0.4041	0.2953	0.0495	HN-S	0.99	HN-S	0.475	HP	0.195	HN-S	0.396	LN	0.987
(︵・ω・)	LN	0.4403		2-2-1	5	HN-S	2	False	0.0443	0.06	0.1988	0.1953	0.4403	0.0612	LN	0.864	HN-S	0.318	HN-D	0.198	HN-D	0.413	LN	0.715
(︵・ω・︵)	LN	0.4181	LN	3-2	5	HN-S	1	False	0.041	0.0753	0.2393	0.1667	0.4181	0.0595	LN	0.566	LN	0.409	HN-D	0.209	HN-D	0.406	LN	0.807
(︵︵)	LN	0.4085		2-2-1	5	HN-S	3	False	0.0329	0.0261	0.2567	0.231	0.4085	0.0448	LN	0.766	HN-S	0.497	HN-D	0.255	HN-D	0.465	LN	0.773
(︵︶︵)	LN	0.4885	LN	3-2	5	LN	2	False	0.0313	0.0415	0.1866	0.2091	0.4885	0.0429	LN	0.891	LN	0.471	HN-D	0.216	HN-D	0.45	LN	0.812
(︵︿︵)	LN	0.4432	LN	3-2	5	LN	2	False	0.0317	0.0342	0.2691	0.1849	0.4432	0.0369	LN	0.768	LN	0.514	HN-D	0.274	HN-D	0.475	LN	0.66
(︶︿︶)	LN	0.539	LN	3-2	5	LN	2	False	0.0274	0.0722	0.1825	0.1317	0.539	0.0471	LN	0.826	LN	0.56	HN-D	0.244	HN-D	0.389	LN	0.912
(︾⌐‿︾)	HN-D	0.2316		2-1-1-1	5	HN-D	1	False	0.215	0.1108	0.2316	0.2234	0.1541	0.0651	HP	0.786	HN-D	0.434	LP	0.206	HN-D	0.365	LN	0.403
(︿︿)	LN	0.2762		2-2-1	5	HN-D	49	False	0.1255	0.0653	0.2183	0.1578	0.2762	0.1568	NB	0.484	LN	0.373	HN-D	0.271	HN-D	0.436	LN	0.699
(﹏-)	HN-S	0.3431	HN-D	3-1-1	5	HN-S	2	False	0.0398	0.1211	0.2538	0.3431	0.1725	0.0699	HN-S	0.947	HN-D	0.33	HN-D	0.18	LN	0.301	HN-D	0.545
(＾3＾)	NB	0.3844	NB	3-1-1	5	LP	1	False	0.0842	0.28	0.0644	0.0867	0.1003	0.3844	NB	0.871	NB	0.329	HP	0.234	NB	0.318	LP	0.743
(＾_＾)	NB	0.4396		2-1-1-1	5	LP	1	False	0.0411	0.2079	0.0751	0.0998	0.1366	0.4396	NB	0.94	LN	0.37	HN-D	0.174	NB	0.497	LP	0.574
(＾‿＾)	NB	0.348		2-1-1-1	5	NB	34	False	0.0853	0.2826	0.1076	0.0733	0.1033	0.348	NB	0.985	HN-D	0.363	HP	0.203	NB	0.416	LP	0.871
(＾∇＾)	LP	0.3318		2-2-1	5	LP	1	False	0.2949	0.3318	0.0406	0.0482	0.0624	0.222	HP	0.847	NB	0.373	HP	0.212	NB	0.378	LP	0.942
(＾▽＾)	NB	0.3984	NB	3-1-1	5	LP	4	True	0.1531	0.2811	0.0585	0.0561	0.0528	0.3984	NB	0.907	NB	0.324	HP	0.225	NB	0.385	LP	0.77
(＾・ω・＾)	NB	0.4928	NB	4-1	5	nan	0	False	0.0823	0.2417	0.0423	0.0477	0.0933	0.4928	NB	0.999	NB	0.373	HP	0.198	NB	0.453	NB	0.5
(＾ｪ＾)	NB	0.3573		2-1-1-1	5	LP	1	False	0.0834	0.2791	0.0841	0.0819	0.1142	0.3573	NB	0.98	LN	0.322	HP	0.188	NB	0.351	LP	0.909
(ｏ❁・‿・❁)�	HP	0.2422		2-1-1-1	5	HP	1	False	0.2422	0.216	0.0951	0.1593	0.0632	0.2241	NB	0.756	LP	0.569	LP	0.221	HN-S	0.537	HP	0.997
(ｏ・ω・)	NB	0.2545		2-1-1-1	5	HP	3	False	0.089	0.1945	0.1502	0.1828	0.129	0.2545	NB	0.931	HN-D	0.393	LP	0.228	HN-S	0.328	LP	0.628
(ｏ・ω・)ﾉﾞ	HP	0.3379		2-1-1-1	5	HP	1	False	0.3379	0.0766	0.1641	0.1337	0.0799	0.2078	NB	0.803	HN-D	0.645	LP	0.257	HP	0.56	HP	0.956
(｡-ω-)	LN	0.4819	LN	3-1-1	5	LP	1	True	0.0579	0.1379	0.0718	0.0969	0.4819	0.1535	LN	0.991	NB	0.469	LP	0.218	LN	0.275	LN	0.858
(｡-∀-)	NB	0.3748		2-2-1	5	LN	3	False	0.0789	0.2298	0.0546	0.0683	0.1936	0.3748	NB	0.94	NB	0.563	LP	0.198	LP	0.331	LN	0.513
(｡>‿<｡)	HP	0.2675		2-1-1-1	5	nan	0	False	0.2675	0.2184	0.0667	0.0756	0.1836	0.1882	HP	0.965	NB	0.496	LP	0.215	LP	0.237	LN	0.403
(｡>﹏<｡)	HN-S	0.3238	HN-S	3-1-1	5	HN-S	5	False	0.0405	0.091	0.0949	0.3238	0.2854	0.1644	HN-S	0.972	NB	0.615	HN-S	0.201	HN-S	0.417	LN	0.901
(｡´▽`｡)	LP	0.3855	LP	3-1-1	5	LP	1	False	0.1189	0.3855	0.0552	0.064	0.1689	0.2074	LP	0.84	NB	0.31	LP	0.271	HP	0.356	LP	0.344
(｡´꒳`｡)	LN	0.3126		2-2-1	5	nan	0	False	0.0698	0.2923	0.1051	0.1144	0.3126	0.1057	LP	0.998	LN	0.318	LP	0.204	HN-S	0.276	LN	0.888
(｡˃ᆺ˂｡)	LP	0.2775		2-1-1-1	5	HP	2	False	0.105	0.2775	0.063	0.2233	0.1349	0.1962	HN-S	0.721	NB	0.543	LP	0.217	LN	0.312	LP	0.644
(｡˃‿˂)	LP	0.2943	LP	3-1-1	5	HP	10	True	0.2242	0.2943	0.0499	0.0718	0.1231	0.2366	HP	0.825	NB	0.536	LP	0.248	LP	0.265	LP	0.669
(｡˃‿˂｡)	LP	0.3307	LP	3-1-1	5	HP	1	False	0.2529	0.3307	0.0549	0.0666	0.1181	0.1767	HP	0.945	NB	0.435	LP	0.266	LP	0.292	LP	0.742
(｡˘-˘｡)	LP	0.3771		2-2-1	5	LP	1	True	0.0389	0.3771	0.1489	0.097	0.1571	0.1809	HN-D	0.306	LN	0.302	HN-D	0.225	LP	0.317	LP	0.941
(｡‿‿‿｡)	LP	0.3262	LP	4-1	5	LP	17	False	0.147	0.3262	0.1896	0.0585	0.133	0.1457	LP	0.751	LP	0.322	LP	0.256	LP	0.277	HN-D	0.674
(｡╯︵╰｡)	LN	0.5003		2-1-1-1	5	LN	39	False	0.0179	0.0623	0.1643	0.1684	0.5003	0.0868	LN	1.0	NB	0.337	HN-D	0.301	HN-S	0.42	LN	0.945
(｡╹ω╹｡)	NB	0.3133		2-1-1-1	5	nan	0	False	0.0678	0.2534	0.1138	0.1087	0.143	0.3133	NB	0.898	LN	0.297	LP	0.194	HN-D	0.306	LP	0.738
(｡◕‿◕｡)	NB	0.3742		2-1-1-1	5	NB	83	True	0.1282	0.1518	0.0541	0.0569	0.2347	0.3742	NB	0.961	NB	0.448	LP	0.214	HP	0.371	LN	0.876
(｡◕◕｡)	NB	0.3291		2-1-1-1	5	nan	0	False	0.1314	0.1111	0.0942	0.1013	0.2328	0.3291	NB	0.965	NB	0.393	HN-D	0.2	HP	0.421	LN	0.866
(｡♥‿♥｡)	LP	0.5369	LP	4-1	5	LP	55	True	0.1793	0.5369	0.032	0.0391	0.0615	0.1512	LP	0.956	LP	0.393	LP	0.265	HP	0.57	LP	0.847
(｡・	LP	0.3482	LP	3-2	5	nan	0	False	0.0834	0.3482	0.064	0.0825	0.1336	0.2884	NB	0.651	NB	0.366	LP	0.212	LP	0.266	LP	0.743
(｡・ˇ‸ˇ・｡)	LP	0.2946		2-2-1	5	HN-D	3	False	0.0752	0.2946	0.177	0.1055	0.2161	0.1316	HN-D	0.4	LN	0.335	HN-D	0.189	LP	0.27	LP	0.858
(｡・̀‿-)	LP	0.2895	LP	3-1-1	5	NB	21	True	0.0978	0.2895	0.0807	0.1036	0.1723	0.2561	NB	0.483	LN	0.239	LP	0.214	LP	0.246	LP	0.368
(｡・̀‿・́｡)	LP	0.3021	LP	3-1-1	5	nan	0	False	0.1115	0.3021	0.0887	0.1121	0.1574	0.2282	NB	0.558	HN-S	0.258	LP	0.213	LP	0.268	LP	0.618
(｡・́ω・̀｡)	LN	0.3235		2-2-1	5	nan	0	False	0.0592	0.2761	0.0979	0.1161	0.3235	0.1272	LN	0.98	LN	0.232	HN-D	0.226	LP	0.272	LP	0.838
(｡・́‿・̀｡)	LP	0.3001		2-2-1	5	LN	5	False	0.0656	0.3001	0.0968	0.1062	0.2223	0.209	LN	0.492	LN	0.229	HN-D	0.222	LP	0.304	LP	0.755
(｡・́⌒・̀｡)	LN	0.3457		2-2-1	5	nan	0	False	0.0621	0.2465	0.0919	0.1092	0.3457	0.1446	LN	0.998	LN	0.232	HN-S	0.237	LP	0.303	LP	0.608
(｡・́︵・̀｡)	LN	0.427	LN	3-2	5	LN	1	False	0.065	0.1447	0.0941	0.1495	0.427	0.1197	LN	0.996	HN-S	0.312	HN-S	0.233	LN	0.211	LN	0.538
(｡・́︿・̀｡)	LN	0.3757		2-2-1	5	LN	206	True	0.0594	0.1613	0.1256	0.1362	0.3757	0.1418	LN	0.942	HN-D	0.257	HN-D	0.249	LN	0.236	LP	0.419
(｡・ω・｡)	LP	0.328	LP	3-2	5	LP	14	True	0.0911	0.328	0.0622	0.0827	0.1109	0.3251	NB	0.792	NB	0.371	LP	0.231	LP	0.232	LP	0.781
(｡・‿・｡)	LP	0.4237	LP	4-1	5	LP	2	True	0.0886	0.4237	0.0617	0.0757	0.104	0.2462	LP	0.542	NB	0.292	LP	0.202	LP	0.349	LP	0.831
(｡・∀・)｡'	LP	0.4135	LP	4-1	5	LN	1	False	0.0949	0.4135	0.0615	0.0971	0.0908	0.2422	LP	0.565	NB	0.522	LP	0.218	LP	0.232	LP	0.778
(｡・∀・)ﾉﾞ	LP	0.3457		2-2-1	5	LN	2	False	0.3335	0.3457	0.0464	0.0554	0.0779	0.141	HP	0.734	NB	0.39	LP	0.232	HP	0.549	LP	0.904
(｡・ㅅ・｡)	LP	0.3852	LP	4-1	5	LP	3	False	0.0862	0.3852	0.0648	0.0928	0.117	0.254	LP	0.479	NB	0.357	LP	0.226	LP	0.246	LP	0.771
(ﾉ>ω<)	HP	0.3227	HP	3-2	5	HP	34	False	0.3227	0.0951	0.0932	0.105	0.3058	0.0781	HP	1.0	LN	0.411	HP	0.224	HP	0.321	LN	0.882
(ﾉ^_^)	HP	0.3574		2-2-1	5	LP	1	False	0.3574	0.2753	0.0755	0.0565	0.0917	0.1436	HP	0.998	LN	0.267	LP	0.234	HP	0.446	LP	0.681
(ﾉ´-`ﾉ)	LN	0.4787		2-2-1	5	HN-D	1	False	0.0617	0.0556	0.1942	0.1567	0.4787	0.0532	LN	0.869	HN-D	0.471	HN-D	0.218	HN-S	0.262	LN	0.954
(ﾉ´_´)	LN	0.4112		2-2-1	5	LN	2	False	0.0933	0.0661	0.2051	0.1476	0.4112	0.0767	LN	0.838	HN-D	0.516	HN-D	0.279	HP	0.248	LN	0.681
(ﾉ´ω`ﾉ)	LN	0.367		2-1-1-1	5	HN-D	4	False	0.0887	0.1857	0.137	0.1244	0.367	0.0973	LN	0.962	LN	0.384	HN-D	0.233	HP	0.22	LP	0.58
(ﾉ´з`)	LN	0.2901		2-1-1-1	5	HP	1	False	0.1558	0.2239	0.1504	0.1252	0.2901	0.0546	LN	0.773	HN-D	0.305	HN-D	0.205	HP	0.285	LP	0.842
(ﾉ´・ω・)	LN	0.445	HN-D	3-2	5	LN	3	False	0.0879	0.094	0.1636	0.1279	0.445	0.0816	LN	0.803	HN-D	0.342	HN-D	0.219	HN-D	0.253	LN	0.755
(ﾉ´・ω・`)	LN	0.5152	HN-D	3-2	5	HN-D	22	False	0.0672	0.0671	0.1672	0.125	0.5152	0.0584	LN	0.953	HN-D	0.314	HN-D	0.222	HN-D	0.296	LN	0.928
(ﾉ´ﾉ)	LN	0.228		2-2-1	5	HN-D	2	False	0.2081	0.1911	0.1619	0.1314	0.228	0.0795	HP	0.516	HN-D	0.365	HN-D	0.206	HP	0.314	LP	0.699
(ﾉ´ﾟдﾟ)	LN	0.3128		2-1-1-1	5	HP	1	False	0.0832	0.0387	0.184	0.307	0.3128	0.0743	HN-S	0.739	HN-D	0.322	HN-D	0.277	HP	0.261	LN	0.772
(ﾉωﾉ)	LN	0.3866	HN-D	3-2	5	nan	0	False	0.1207	0.0895	0.2044	0.1035	0.3866	0.0952	LN	0.601	HN-D	0.373	HN-D	0.205	HN-D	0.441	LN	0.548
(ﾉ≧▽≦�	HP	0.3158		2-2-1	5	HP	1	False	0.3158	0.1171	0.1279	0.1038	0.1747	0.1607	HP	1.0	HN-D	0.297	HN-D	0.196	HP	0.286	NB	0.497
(ﾉ◕‿◕	HP	0.4523	HP	3-2	5	HN-S	1	False	0.4523	0.09	0.082	0.0619	0.2309	0.0829	HP	0.993	LN	0.262	HP	0.216	HP	0.672	LN	0.729
(ﾉ◕ヮ◕	HP	0.5583	HP	3-1-1	5	HP	2	False	0.5583	0.0931	0.087	0.0676	0.1034	0.0907	HP	1.0	HN-D	0.214	LP	0.21	HP	0.584	HP	0.816
(ﾉ◕ヮ◕)	HP	0.5582	HP	3-1-1	5	HP	407	True	0.5582	0.0931	0.087	0.0676	0.1034	0.0907	HP	1.0	HN-D	0.214	LP	0.21	HP	0.583	HP	0.816
(ﾉﾞﾉﾟ)	HP	0.384		2-2-1	5	HN-S	1	False	0.384	0.0557	0.1238	0.097	0.2859	0.0536	HP	1.0	HN-D	0.359	HN-D	0.222	HP	0.715	LN	0.972
(ﾟωﾟ)	NB	0.3652		2-1-1-1	5	LP	1	False	0.1459	0.0734	0.1038	0.1303	0.1814	0.3652	NB	0.586	LN	0.446	HN-D	0.184	HN-S	0.222	NB	0.808
