first_word	n_prompts_HP	n_prompts_LP	n_prompts_HN-D	n_prompts_HN-S	n_prompts_LN	n_prompts_NB	mean_log_prob_HP	mean_log_prob_LP	mean_log_prob_HN-D	mean_log_prob_HN-S	mean_log_prob_LN	mean_log_prob_NB	softmax_HP	softmax_LP	softmax_HN-D	softmax_HN-S	softmax_LN	softmax_NB	predicted_quadrant	max_softmax	n_face_tokens	is_claude	total_emit_count	empirical_majority_quadrant	total_emit_HP	total_emit_LP	total_emit_HN-D	total_emit_HN-S	total_emit_LN	total_emit_NB	argmax_matches_empirical
(╥﹏╥	0	0	0	0	0	0	-3.912023005428146	-3.506557897319982	-2.995732273553991	-1.8971199848858813	-0.3285040669720361	-3.506557897319982	0.02	0.03	0.05	0.15	0.72	0.03	LN	0.72	1	False	1	LP	0	1	0	0	0	0	False
(╥﹏╥)	0	0	0	0	0	0	-3.912023005428146	-2.995732273553991	-3.506557897319982	-2.3025850929940455	-0.2484613592984996	-3.912023005428146	0.02	0.05	0.03	0.1	0.78	0.02	LN	0.78	1	True	76	HN-D	6	0	32	25	12	1	False
(╬Ò﹏Ó)	0	0	0	0	0	0	-3.912023005428146	-4.605170185988091	-0.16251892949777494	-2.3025850929940455	-4.605170185988091	-4.605170185988091	0.02	0.01	0.85	0.1	0.01	0.01	HN-D	0.85	1	True	6	HN-D	0	0	4	2	0	0	True
(╬ಠ益ಠ)	0	0	0	0	0	0	-4.605170185988091	-4.605170185988091	-0.05129329438755058	-3.912023005428146	-4.605170185988091	-1000000000.0	0.01	0.01	0.95	0.02	0.01	0.0	HN-D	0.95	1	True	10	HN-D	0	0	10	0	0	0	True
(╬⊙△⊙)	0	0	0	0	0	0	-2.995732273553991	-3.912023005428146	-0.16251892949777494	-2.8134107167600364	-4.605170185988091	-4.605170185988091	0.05	0.02	0.85	0.06	0.01	0.01	HN-D	0.85	1	True	1	HN-S	0	0	0	1	0	0	False
(╭ರ_・́)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-0.2876820724517809	-2.3025850929940455	-3.506557897319982	-3.912023005428146	0.05	0.05	0.75	0.1	0.03	0.02	HN-D	0.75	1	False	0		0	0	0	0	0	0	False
(╭☞・́⍛・̀)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-0.2876820724517809	-2.3025850929940455	-3.506557897319982	-3.912023005428146	0.05	0.05	0.75	0.1	0.03	0.02	HN-D	0.75	1	False	0		0	0	0	0	0	0	False
(╯°□°	0	0	0	0	0	0	-2.995732273553991	-3.912023005428146	-0.2231435513142097	-2.3025850929940455	-3.912023005428146	-4.605170185988091	0.05	0.02	0.8	0.1	0.02	0.01	HN-D	0.8	1	False	1	HP	1	0	0	0	0	0	False
(╯°□°)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-0.2231435513142097	-2.5257286443082556	-3.912023005428146	-1000000000.0	0.05	0.05	0.8	0.08	0.02	0.0	HN-D	0.8	1	True	284	HN-D	12	5	226	23	11	7	True
(╯ↀ╰)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-0.2876820724517809	-2.3025850929940455	-3.506557897319982	-3.912023005428146	0.05	0.05	0.75	0.1	0.03	0.02	HN-D	0.75	1	False	1	LP	0	1	0	0	0	0	False
(╯✧∇✧)	0	0	0	0	0	0	-0.16251892949777494	-2.120263536200091	-4.605170185988091	-4.605170185988091	-4.605170185988091	-1000000000.0	0.85	0.12	0.01	0.01	0.01	0.0	HP	0.85	1	False	0		0	0	0	0	0	0	False
(╯✧╰)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	1	HP	1	0	0	0	0	0	False
(╯✧╰╯)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	1	HP	1	0	0	0	0	0	False
(╯✧▽✧)	0	0	0	0	0	0	-0.16251892949777494	-2.120263536200091	-4.605170185988091	-4.605170185988091	-4.605170185988091	-1000000000.0	0.85	0.12	0.01	0.01	0.01	0.0	HP	0.85	1	False	3	HP	2	1	0	0	0	0	True
(╲︿╱')	0	0	0	0	0	0	-3.912023005428146	-2.995732273553991	-3.506557897319982	-2.5257286443082556	-0.2231435513142097	-3.912023005428146	0.02	0.05	0.03	0.08	0.8	0.02	LN	0.8	1	False	1	HP	1	0	0	0	0	0	False
(╹ω╹)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-2.995732273553991	-2.995732273553991	-3.506557897319982	0.05	0.8	0.02	0.05	0.05	0.03	LP	0.8	1	False	0		0	0	0	0	0	0	False
(╹‿╹)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-3.912023005428146	-3.912023005428146	-3.2188758248682006	-3.912023005428146	0.05	0.85	0.02	0.02	0.04	0.02	LP	0.85	1	False	2	LP	0	2	0	0	0	0	True
(╹▽╹)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-4.605170185988091	-3.912023005428146	-2.995732273553991	-3.912023005428146	0.05	0.85	0.01	0.02	0.05	0.02	LP	0.85	1	False	1	NB	0	0	0	0	0	1	False
(╹ヮ╹)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	0		0	0	0	0	0	0	False
(▼_▼)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-2.3025850929940455	-1.8971199848858813	-0.5978370007556204	0.05	0.05	0.1	0.1	0.15	0.55	NB	0.55	1	False	1	HN-D	0	0	1	0	0	0	False
(▽▽)	0	0	0	0	0	0	-2.995732273553991	-2.3025850929940455	-2.995732273553991	-2.3025850929940455	-0.4307829160924542	-2.995732273553991	0.05	0.1	0.05	0.1	0.65	0.05	NB	0.05	1	False	1	LP	0	1	0	0	0	0	False
(○´∀`○)	0	0	0	0	0	0	-0.16251892949777494	-2.120263536200091	-4.605170185988091	-4.605170185988091	-4.605170185988091	-1000000000.0	0.85	0.12	0.01	0.01	0.01	0.0	HP	0.85	1	False	0		0	0	0	0	0	0	False
(◎_◎;)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.35667494393873245	-2.5257286443082556	-3.912023005428146	0.05	0.05	0.1	0.7	0.08	0.02	HN-S	0.7	1	False	0		0	0	0	0	0	0	False
(◕_◕)	0	0	0	0	0	0	-1.8971199848858813	-0.35667494393873245	-3.912023005428146	-2.995732273553991	-2.995732273553991	-3.506557897319982	0.15	0.7	0.02	0.05	0.05	0.03	LP	0.7	1	False	0		0	0	0	0	0	0	False
(◕ω◕)	0	0	0	0	0	0	-0.2876820724517809	-1.6094379124341003	-4.605170185988091	-4.605170185988091	-3.912023005428146	-4.605170185988091	0.75	0.2	0.01	0.01	0.02	0.01	HP	0.75	1	False	0		0	0	0	0	0	0	False
(◕‿◕)	0	0	0	0	0	0	-1.8971199848858813	-0.2876820724517809	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.15	0.75	0.01	0.01	0.05	0.03	LP	0.75	1	True	40	HP	14	11	0	0	1	14	False
(◕‿◕✌)	0	0	0	0	0	0	-0.16251892949777494	-2.3025850929940455	-4.605170185988091	-4.605170185988091	-3.912023005428146	-4.605170185988091	0.85	0.1	0.01	0.01	0.02	0.01	HP	0.85	1	False	1	HP	1	0	0	0	0	0	True
(◕‿◕✿)	0	0	0	0	0	0	-0.2876820724517809	-1.6094379124341003	-4.605170185988091	-4.605170185988091	-3.912023005428146	-4.605170185988091	0.75	0.2	0.01	0.01	0.02	0.01	HP	0.75	1	True	151	NB	15	55	2	12	8	59	False
(◕‿◕�	0	0	0	0	0	0	-0.2876820724517809	-1.6094379124341003	-4.605170185988091	-4.605170185988091	-3.912023005428146	-4.605170185988091	0.75	0.2	0.01	0.01	0.02	0.01	HP	0.75	1	False	1	NB	0	0	0	0	0	1	False
(◕▽◕)	0	0	0	0	0	0	-0.16251892949777494	-2.120263536200091	-4.605170185988091	-4.605170185988091	-4.605170185988091	-1000000000.0	0.85	0.12	0.01	0.01	0.01	0.0	HP	0.85	1	False	0		0	0	0	0	0	0	False
(◕▿◕✿)	0	0	0	0	0	0	-0.2876820724517809	-1.6094379124341003	-4.605170185988091	-4.605170185988091	-3.912023005428146	-4.605170185988091	0.75	0.2	0.01	0.01	0.02	0.01	HP	0.75	1	False	0		0	0	0	0	0	0	False
(◕ヮ◕)	0	0	0	0	0	0	-0.16251892949777494	-2.120263536200091	-4.605170185988091	-4.605170185988091	-4.605170185988091	-1000000000.0	0.85	0.12	0.01	0.01	0.01	0.0	HP	0.85	1	False	0		0	0	0	0	0	0	False
(◜‿◝)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-3.912023005428146	-3.912023005428146	-3.2188758248682006	-3.912023005428146	0.05	0.85	0.02	0.02	0.04	0.02	LP	0.85	1	False	0		0	0	0	0	0	0	False
(◞‸◟)	0	0	0	0	0	0	-3.912023005428146	-2.995732273553991	-3.506557897319982	-2.5257286443082556	-0.2231435513142097	-3.912023005428146	0.02	0.05	0.03	0.08	0.8	0.02	LN	0.8	1	False	0		0	0	0	0	0	0	False
(◠‿◠)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.05	0.85	0.01	0.01	0.05	0.03	LP	0.85	1	False	3	HP	1	0	0	1	1	0	False
(◠‿◠✿)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.05	0.85	0.01	0.01	0.05	0.03	LP	0.85	1	False	0		0	0	0	0	0	0	False
(◠‿・)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	0		0	0	0	0	0	0	False
(◣_◢)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-0.2876820724517809	-2.3025850929940455	-3.506557897319982	-3.912023005428146	0.05	0.05	0.75	0.1	0.03	0.02	HN-D	0.75	1	False	1	HN-S	0	0	0	1	0	0	False
(☀️´▽`)	0	0	0	0	0	0	-0.2876820724517809	-1.6094379124341003	-4.605170185988091	-4.605170185988091	-3.912023005428146	-4.605170185988091	0.75	0.2	0.01	0.01	0.02	0.01	HP	0.75	1	True	1	NB	0	0	0	0	0	1	False
(☁️‿☁️)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	2	HP	1	1	0	0	0	0	False
(★^O^★)	0	0	0	0	0	0	-0.16251892949777494	-2.3025850929940455	-4.605170185988091	-4.605170185988091	-3.912023005428146	-4.605170185988091	0.85	0.1	0.01	0.01	0.02	0.01	HP	0.85	1	False	1	HP	1	0	0	0	0	0	True
(★ω★)	0	0	0	0	0	0	-0.16251892949777494	-2.3025850929940455	-4.605170185988091	-4.605170185988091	-3.912023005428146	-4.605170185988091	0.85	0.1	0.01	0.01	0.02	0.01	HP	0.85	1	False	5	HP	5	0	0	0	0	0	True
(★‿★)	0	0	0	0	0	0	-0.16251892949777494	-2.3025850929940455	-4.605170185988091	-4.605170185988091	-3.912023005428146	-4.605170185988091	0.85	0.1	0.01	0.01	0.02	0.01	HP	0.85	1	False	1	HP	1	0	0	0	0	0	True
(☆▽☆)	0	0	0	0	0	0	-0.16251892949777494	-2.3025850929940455	-4.605170185988091	-4.605170185988091	-3.912023005428146	-4.605170185988091	0.85	0.1	0.01	0.01	0.02	0.01	HP	0.85	1	False	0		0	0	0	0	0	0	False
(☉‿☉)	0	0	0	0	0	0	-0.2876820724517809	-1.6094379124341003	-4.605170185988091	-4.605170185988091	-4.605170185988091	-3.912023005428146	0.75	0.2	0.01	0.01	0.01	0.02	HP	0.75	1	False	1	LP	0	1	0	0	0	0	False
(☕~☕)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.912023005428146	-2.995732273553991	-2.8134107167600364	0.05	0.8	0.02	0.02	0.05	0.06	LP	0.8	1	False	1	LP	0	1	0	0	0	0	True
(☕‿☕)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.912023005428146	-2.995732273553991	-2.8134107167600364	0.05	0.8	0.02	0.02	0.05	0.06	LP	0.8	1	False	2	LP	0	2	0	0	0	0	True
(☕・ω・)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.912023005428146	-2.995732273553991	-2.8134107167600364	0.05	0.8	0.02	0.02	0.05	0.06	LP	0.8	1	False	1	LP	0	1	0	0	0	0	True
(☕︎˶◕‿◕˶)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.912023005428146	-2.995732273553991	-2.8134107167600364	0.05	0.8	0.02	0.02	0.05	0.06	LP	0.8	1	False	1	LP	0	1	0	0	0	0	True
(☕︎‿)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.912023005428146	-2.995732273553991	-2.8134107167600364	0.05	0.8	0.02	0.02	0.05	0.06	LP	0.8	1	False	1	LP	0	1	0	0	0	0	True
(☕️‿‿‿)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.912023005428146	-2.995732273553991	-2.8134107167600364	0.05	0.8	0.02	0.02	0.05	0.06	LP	0.8	1	False	2	LP	0	2	0	0	0	0	True
(☕️‿☕️)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.912023005428146	-2.995732273553991	-2.8134107167600364	0.05	0.8	0.02	0.02	0.05	0.06	LP	0.8	1	False	1	LP	0	1	0	0	0	0	True
(☕️☁️)	0	0	0	0	0	0	-2.995732273553991	-0.2876820724517809	-3.912023005428146	-3.506557897319982	-2.3025850929940455	-2.995732273553991	0.05	0.75	0.02	0.03	0.1	0.05	LP	0.75	1	False	1	LP	0	1	0	0	0	0	True
(☕️✿✿☕️)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.912023005428146	-2.995732273553991	-2.8134107167600364	0.05	0.8	0.02	0.02	0.05	0.06	LP	0.8	1	False	1	LP	0	1	0	0	0	0	True
(☞‿☞)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.912023005428146	-2.995732273553991	-2.8134107167600364	0.05	0.8	0.02	0.02	0.05	0.06	LP	0.8	1	False	2	LP	0	1	0	0	0	1	True
(☞ﾟヮﾟ)	0	0	0	0	0	0	-0.2876820724517809	-1.8971199848858813	-3.912023005428146	-3.912023005428146	-3.506557897319982	-3.506557897319982	0.75	0.15	0.02	0.02	0.03	0.03	HP	0.75	1	False	5	HN-S	0	1	0	2	1	1	False
(♡^▽^♡)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.05	0.85	0.01	0.01	0.05	0.03	LP	0.85	1	False	0		0	0	0	0	0	0	False
(♡‿♡)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.05	0.85	0.01	0.01	0.05	0.03	LP	0.85	1	True	1	HP	1	0	0	0	0	0	False
(⚖️)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.995732273553991	-2.995732273553991	-2.995732273553991	-0.2876820724517809	0.05	0.05	0.05	0.05	0.05	0.75	NB	0.75	1	False	1	HN-S	0	0	0	1	0	0	False
(⚠️)	0	0	0	0	0	0	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-1.8971199848858813	-2.995732273553991	-0.5108256237659907	0.05	0.05	0.1	0.15	0.05	0.6	NB	0.6	1	False	1	HN-S	0	0	0	1	0	0	False
(✈️⚡)	0	0	0	0	0	0	-0.2876820724517809	-1.8971199848858813	-2.995732273553991	-3.506557897319982	-4.605170185988091	-4.605170185988091	0.75	0.15	0.05	0.03	0.01	0.01	HP	0.75	1	False	1	HN-S	0	0	0	1	0	0	False
(✌️)	0	0	0	0	0	0	-0.2876820724517809	-1.6094379124341003	-4.605170185988091	-4.605170185988091	-3.912023005428146	-4.605170185988091	0.75	0.2	0.01	0.01	0.02	0.01	HP	0.75	1	False	1	NB	0	0	0	0	0	1	False
(✦‿✦)	0	0	0	0	0	0	-1.8971199848858813	-0.35667494393873245	-3.912023005428146	-3.912023005428146	-2.995732273553991	-2.8134107167600364	0.15	0.7	0.02	0.02	0.05	0.06	LP	0.7	1	False	0		0	0	0	0	0	0	False
(✧·∀·)	0	0	0	0	0	0	-0.2876820724517809	-1.6094379124341003	-4.605170185988091	-4.605170185988091	-3.912023005428146	-4.605170185988091	0.75	0.2	0.01	0.01	0.02	0.01	HP	0.75	1	False	1	NB	0	0	0	0	0	1	False
(✧ω✧)	0	0	0	0	0	0	-0.16251892949777494	-2.120263536200091	-4.605170185988091	-4.605170185988091	-4.605170185988091	-1000000000.0	0.85	0.12	0.01	0.01	0.01	0.0	HP	0.85	1	False	10	HP	9	1	0	0	0	0	True
(✧‿✧)	0	0	0	0	0	0	-1.8971199848858813	-0.2876820724517809	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.15	0.75	0.01	0.01	0.05	0.03	LP	0.75	1	False	1	HP	1	0	0	0	0	0	False
(✧・̮・)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	1	LN	0	0	0	0	1	0	False
(✧・ω・✧)	0	0	0	0	0	0	-1.8971199848858813	-0.35667494393873245	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.15	0.7	0.02	0.03	0.05	0.05	LP	0.7	1	False	1	LN	0	0	0	0	1	0	False
(✧︎️✧)	0	0	0	0	0	0	-0.16251892949777494	-2.3025850929940455	-4.605170185988091	-4.605170185988091	-3.912023005428146	-4.605170185988091	0.85	0.1	0.01	0.01	0.02	0.01	HP	0.85	1	False	1	LN	0	0	0	0	1	0	False
(✧️)	0	0	0	0	0	0	-0.2876820724517809	-1.8971199848858813	-3.912023005428146	-3.506557897319982	-3.506557897319982	-3.912023005428146	0.75	0.15	0.02	0.03	0.03	0.02	HP	0.75	1	False	1	LN	0	0	0	0	1	0	False
(✨)	0	0	0	0	0	0	-0.2876820724517809	-1.8971199848858813	-3.912023005428146	-3.912023005428146	-3.506557897319982	-3.506557897319982	0.75	0.15	0.02	0.02	0.03	0.03	HP	0.75	1	False	7	LP	1	3	0	0	0	3	False
(✿´◜౪◝`✿)	0	0	0	0	0	0	-0.2876820724517809	-1.6094379124341003	-4.605170185988091	-4.605170185988091	-3.912023005428146	-4.605170185988091	0.75	0.2	0.01	0.01	0.02	0.01	HP	0.75	1	False	1	LP	0	1	0	0	0	0	False
(✿´◜‿◝`✿)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.05	0.85	0.01	0.01	0.05	0.03	LP	0.85	1	False	1	HP	1	0	0	0	0	0	False
(✿‾‾)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.912023005428146	-2.5257286443082556	-3.506557897319982	0.05	0.8	0.02	0.02	0.08	0.03	LP	0.8	1	False	1	HP	1	0	0	0	0	0	False
(✿‿❀)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.05	0.85	0.01	0.01	0.05	0.03	LP	0.85	1	False	3	HP	3	0	0	0	0	0	False
(✿‿❥)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.05	0.85	0.01	0.01	0.05	0.03	LP	0.85	1	False	1	HP	1	0	0	0	0	0	False
(✿╹‿╹)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.05	0.85	0.01	0.01	0.05	0.03	LP	0.85	1	False	18	NB	2	6	1	1	1	7	False
(✿◕‿◕)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.05	0.85	0.01	0.01	0.05	0.03	LP	0.85	1	True	5	HP	2	1	0	0	1	1	False
(✿◕‿◕✿)	0	0	0	0	0	0	-0.16251892949777494	-2.120263536200091	-4.605170185988091	-4.605170185988091	-4.605170185988091	-1000000000.0	0.85	0.12	0.01	0.01	0.01	0.0	HP	0.85	1	False	3	LP	0	2	0	0	0	1	False
(✿◠‿◠)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.05	0.85	0.01	0.01	0.05	0.03	LP	0.85	1	False	98	LP	33	42	0	2	4	17	True
(✿◠‿�	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	1	NB	0	0	0	0	0	1	False
(✿・̀ㅁ・́)	0	0	0	0	0	0	-0.2876820724517809	-1.8971199848858813	-3.912023005428146	-2.995732273553991	-3.912023005428146	-4.605170185988091	0.75	0.15	0.02	0.05	0.02	0.01	HP	0.75	1	False	0		0	0	0	0	0	0	False
(❀‿❀)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.05	0.85	0.01	0.01	0.05	0.03	LP	0.85	1	False	1	LP	0	1	0	0	0	0	True
(❁´‿`❁)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.05	0.85	0.01	0.01	0.05	0.03	LP	0.85	1	False	1	LP	0	1	0	0	0	0	True
(❄️)	0	0	0	0	0	0	-2.995732273553991	-2.3025850929940455	-2.995732273553991	-2.995732273553991	-2.3025850929940455	-0.4307829160924542	0.05	0.1	0.05	0.05	0.1	0.65	NB	0.65	1	False	2	LP	0	2	0	0	0	0	False
(❤️)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-3.912023005428146	-3.912023005428146	-3.2188758248682006	-3.912023005428146	0.05	0.85	0.02	0.02	0.04	0.02	LP	0.85	1	False	5	LN	0	0	0	1	4	0	False
"(⸜�//
⸝̫⸝)"	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-2.5257286443082556	-3.506557897319982	-3.912023005428146	0.05	0.8	0.02	0.08	0.03	0.02	LP	0.8	1	False	1	LN	0	0	0	0	1	0	False
(　´∀`)	0	0	0	0	0	0	-1.8971199848858813	-0.35667494393873245	-3.912023005428146	-3.912023005428146	-2.995732273553991	-2.8134107167600364	0.15	0.7	0.02	0.02	0.05	0.06	LP	0.7	1	False	2	HN-D	0	0	2	0	0	0	False
(　´∀`　)	0	0	0	0	0	0	-1.8971199848858813	-0.2876820724517809	-3.912023005428146	-3.912023005428146	-3.2188758248682006	-3.912023005428146	0.15	0.75	0.02	0.02	0.04	0.02	LP	0.75	1	False	3	HN-S	0	0	0	2	1	0	False
(〃¬‿¬〃)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.912023005428146	-2.995732273553991	-2.8134107167600364	0.05	0.8	0.02	0.02	0.05	0.06	LP	0.8	1	False	1	LN	0	0	0	0	1	0	False
(〃°ω°〃)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	1	LP	0	1	0	0	0	0	True
(〃´ω`〃)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	1	LP	0	1	0	0	0	0	True
(〃´д`)	0	0	0	0	0	0	-3.912023005428146	-3.506557897319982	-2.995732273553991	-0.2231435513142097	-2.5257286443082556	-3.912023005428146	0.02	0.03	0.05	0.8	0.08	0.02	HN-S	0.8	1	False	1	LN	0	0	0	0	1	0	False
(〃∇〃)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	1	LN	0	0	0	0	1	0	False
(〃▽〃)	0	0	0	0	0	0	-1.8971199848858813	-0.2876820724517809	-4.605170185988091	-3.912023005428146	-2.995732273553991	-3.912023005428146	0.15	0.75	0.01	0.02	0.05	0.02	LP	0.75	1	False	1	LN	0	0	0	0	1	0	False
(〃▿〃)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-3.912023005428146	-3.506557897319982	-3.506557897319982	-3.912023005428146	0.05	0.85	0.02	0.03	0.03	0.02	LP	0.85	1	False	1	NB	0	0	0	0	0	1	False
(〃＾▽＾〃)	0	0	0	0	0	0	-0.16251892949777494	-2.120263536200091	-4.605170185988091	-4.605170185988091	-4.605170185988091	-1000000000.0	0.85	0.12	0.01	0.01	0.01	0.0	HP	0.85	1	False	1	NB	0	0	0	0	0	1	False
(〃ﾟ3ﾟ〃)	0	0	0	0	0	0	-2.995732273553991	-0.2876820724517809	-3.912023005428146	-2.995732273553991	-2.5257286443082556	-2.995732273553991	0.05	0.75	0.02	0.05	0.08	0.05	LP	0.75	1	False	3	HN-D	0	0	1	1	1	0	False
(〃￣ω￣〃)	0	0	0	0	0	0	-2.995732273553991	-0.2231435513142097	-3.912023005428146	-3.506557897319982	-2.995732273553991	-2.995732273553991	0.05	0.8	0.02	0.03	0.05	0.05	LP	0.8	1	False	1	LP	0	1	0	0	0	0	True
(つ≧▽≦)	0	0	0	0	0	0	-0.16251892949777494	-2.3025850929940455	-4.605170185988091	-4.605170185988091	-3.912023005428146	-4.605170185988091	0.85	0.1	0.01	0.01	0.02	0.01	HP	0.85	1	False	3	HP	3	0	0	0	0	0	True
(つ◕o◕)	0	0	0	0	0	0	-0.2876820724517809	-1.8971199848858813	-3.912023005428146	-3.506557897319982	-3.506557897319982	-3.912023005428146	0.75	0.15	0.02	0.03	0.03	0.02	HP	0.75	1	False	1	LN	0	0	0	0	1	0	False
(づ｡◕‿‿◕｡)	0	0	0	0	0	0	-1.8971199848858813	-0.35667494393873245	-3.912023005428146	-3.912023005428146	-2.5257286443082556	-3.506557897319982	0.15	0.7	0.02	0.02	0.08	0.03	LP	0.7	1	False	1	HP	1	0	0	0	0	0	False
(づ｡◕‿◕｡)	0	0	0	0	0	0	-2.995732273553991	-0.16251892949777494	-4.605170185988091	-4.605170185988091	-2.995732273553991	-3.506557897319982	0.05	0.85	0.01	0.01	0.05	0.03	LP	0.85	1	False	0		0	0	0	0	0	0	False
(゜∇゜)	0	0	0	0	0	0	-0.2876820724517809	-1.6094379124341003	-4.605170185988091	-4.605170185988091	-4.605170185988091	-3.912023005428146	0.75	0.2	0.01	0.01	0.01	0.02	HP	0.75	1	False	0		0	0	0	0	0	0	False
