first_word	ensemble_pred	ensemble_conf	n_encoders_voting	gt_modal	gt_total_emits	jsd_vs_gt	similarity	argmax_matches_gt_modal	total_emit_count	is_claude	ensemble_p_HP	ensemble_p_LP	ensemble_p_HN-D	ensemble_p_HN-S	ensemble_p_LN	ensemble_p_NB	gt_p_HP	gt_p_LP	gt_p_HN-D	gt_p_HN-S	gt_p_LN	gt_p_NB	gemma_pred	gemma_conf	gemma_intro_v7_primed_pred	gemma_intro_v7_primed_conf	opus_pred	opus_conf
(・_・ヾ	HN-S	0.6135	3	NB	4	0.2314	0.6662	False	4	True	0.0123	0.0617	0.1085	0.6135	0.0547	0.1491	0.0	0.0	0.0	0.25	0.0	0.75	HN-S	0.893	HN-S	0.799	NB	0.444
(・`ω´・)	HN-S	0.5359	2		0				1	False	0.0	0.0	0.4474	0.5359	0.0	0.0167							HN-S	0.693	HN-D	0.601		
(・̀.̫・́)	HN-S	0.9905	2		0				0	False	0.0	0.0	0.0095	0.9905	0.0	0.0							HN-S	0.996	HN-S	0.985		
(・̀_・́)	HN-S	0.9866	2		0				0	False	0.0	0.0	0.0134	0.9866	0.0	0.0							HN-S	0.997	HN-S	0.977		
(・̀ω・́	HN-S	0.8985	2		0				0	False	0.0101	0.0	0.0894	0.8985	0.0	0.0019							HN-S	0.96	HN-S	0.837		
(・̀ω・́)	HN-S	0.8985	2	NB	35	0.4152	0.4009	False	35	False	0.0101	0.0	0.0894	0.8985	0.0	0.0019	0.0571	0.0857	0.0571	0.1429	0.1143	0.5429	HN-S	0.96	HN-S	0.837		
(・̀‿-)	HN-S	0.91	2		0				0	False	0.0359	0.0	0.0512	0.91	0.0	0.0029							HN-S	0.939	HN-S	0.881		
(・̀‿・́)	HN-S	0.9798	2	NB	69	0.4364	0.3705	False	69	False	0.0027	0.0	0.0148	0.9798	0.0	0.0027	0.1449	0.1594	0.1884	0.1449	0.1014	0.2609	HN-S	0.988	HN-S	0.972		
(・̀ㅁ・́)	HN-S	0.9625	2		0				1	False	0.0	0.0	0.0375	0.9625	0.0	0.0							HN-S	0.984	HN-S	0.941		
(・̀ㅁ・́;)	HN-S	0.8538	2		0				0	False	0.0	0.0	0.1462	0.8538	0.0	0.0							HN-S	0.95	HN-S	0.758		
(・̀ㅂ・́)	HN-S	0.8021	2		0				0	False	0.0004	0.0	0.1963	0.8021	0.0	0.0012							HN-S	0.91	HN-S	0.694		
(・́⌓・̀)	HN-S	0.9952	2		0				0	False	0.0	0.0	0.0021	0.9952	0.0027	0.0							HN-S	0.995	HN-S	0.995		
(・́︵・̀)	HN-S	0.9425	2		0				0	False	0.0	0.0	0.0308	0.9425	0.0266	0.0							HN-S	0.95	HN-S	0.935		
(・́︿・̀)	HN-S	0.6894	3		0				1	True	0.003	0.0059	0.0206	0.6894	0.2664	0.0148							HN-S	0.994	HN-S	0.985	LN	0.796
(・ε・)	HN-S	0.8573	2		0				0	False	0.0	0.0001	0.1143	0.8573	0.0008	0.0275							HN-S	0.933	HN-S	0.781		
(・ω<)	NB	0.7224	2		0				0	False	0.155	0.008	0.0001	0.1145	0.0	0.7224							NB	0.919	NB	0.525		
(・ω・)	NB	0.8448	3	NB	29	0.0286	0.9588	True	29	True	0.012	0.1064	0.0048	0.0248	0.0072	0.8448	0.0	0.0345	0.0	0.0	0.0	0.9655	NB	0.962	NB	0.974	NB	0.599
(・ω・;)	HN-S	0.9999	2		0				1	False	0.0	0.0	0.0001	0.9999	0.0	0.0							HN-S	1.0	HN-S	1.0		
(・ω・?)	HN-S	0.6776	3		0				1	True	0.0131	0.0919	0.0059	0.6776	0.0131	0.1984							HN-S	0.996	HN-S	0.997	NB	0.591
(・ω・`)	HN-S	0.9992	2		0				1	False	0.0	0.0	0.0007	0.9992	0.0	0.0001							HN-S	1.0	HN-S	0.999		
(・ω・`)ゝo☆	HP	0.9999	2		0				1	False	0.9999	0.0	0.0	0.0001	0.0	0.0							HP	1.0	HP	1.0		
(・ω・ﾉ	HN-S	0.7519	2		0				0	False	0.084	0.0007	0.0019	0.7519	0.0001	0.1613							HN-S	0.674	HN-S	0.83		
(・ө・)	HN-S	0.9074	2	NB	5	0.538	0.2239	False	5	False	0.0001	0.0	0.0026	0.9074	0.0001	0.0899	0.0	0.0	0.0	0.0	0.0	1.0	HN-S	0.956	HN-S	0.858		
(・᷄⌓・᷅)	HN-S	0.8989	2		0				1	False	0.0	0.0	0.1003	0.8989	0.0008	0.0							HN-S	0.935	HN-S	0.863		
(・―・)	NB	0.4666	3		0				1	True	0.0051	0.0381	0.0544	0.3597	0.0761	0.4666							HN-S	0.806	NB	0.771	NB	0.53
(・‾‿‾・)	NB	0.9978	2		0				0	False	0.0002	0.0005	0.0	0.0015	0.0	0.9978							NB	0.996	NB	1.0		
(・‿・)	NB	0.7898	3	NB	30	0.0242	0.9651	True	30	True	0.023	0.1704	0.0045	0.0055	0.0068	0.7898	0.0	0.3	0.0	0.0	0.0	0.7	NB	0.997	NB	0.998	LP	0.51
(・∀・)	NB	0.7218	3	NB	23	0.1118	0.8386	True	23	True	0.1044	0.1609	0.004	0.0049	0.004	0.7218	0.0	0.0	0.0	0.0435	0.0	0.9565	NB	0.997	NB	0.987	LP	0.482
(・∀・;)	HN-S	0.9782	2		0				0	False	0.0001	0.0	0.0025	0.9782	0.0	0.0192							HN-S	0.968	HN-S	0.988		
(・⌄・)	NB	0.9977	2		0				1	False	0.0001	0.0004	0.0	0.0018	0.0	0.9977							NB	0.996	NB	0.999		
(・▽・)	NB	0.9918	2		0				1	False	0.0029	0.0006	0.0001	0.0046	0.0	0.9918							NB	0.99	NB	0.993		
(・⩊・)	NB	0.7887	2		0				0	False	0.0323	0.0325	0.0103	0.1359	0.0003	0.7887							NB	0.837	NB	0.74		
(・へ・)	HN-S	0.9182	2		0				0	False	0.0	0.0	0.0805	0.9182	0.0	0.0013							HN-S	0.965	HN-S	0.872		
(・・;)	HN-S	0.9783	2		0				0	False	0.0	0.0	0.0083	0.9783	0.0131	0.0002							HN-S	0.983	HN-S	0.973		
(・・;ノ)	HN-S	0.9905	2		0				1	False	0.0011	0.0	0.0026	0.9905	0.0047	0.0011							HN-S	0.991	HN-S	0.99		
(・﹏・)	HN-S	0.9916	2		0				0	False	0.0	0.0	0.0075	0.9916	0.0007	0.0001							HN-S	0.994	HN-S	0.989		
(ーー;)	HN-D	0.8478	2		0				0	False	0.0002	0.0016	0.8478	0.1217	0.0134	0.0153							HN-D	0.762	HN-D	0.934		
(人*´∀`)	HP	0.7449	2		0				1	False	0.7449	0.2551	0.0	0.0	0.0	0.0							HP	0.523	HP	0.967		
(人*´∇	HP	0.4294	2		0				2	False	0.4294	0.3915	0.1574	0.0047	0.0168	0.0							LP	0.573	HP	0.434		
(灬°‿°灬)	NB	0.4198	3		0				1	True	0.1414	0.4079	0.0224	0.006	0.0025	0.4198							LP	0.42	NB	0.807	LP	0.714
(ꈍ‿ꈍ✨)	HP	0.9731	2		0				1	False	0.9731	0.0059	0.0013	0.0081	0.0111	0.0005							HP	0.95	HP	0.996		
(ꈍ‿ꈍ�	LN	0.5512	2		0				1	False	0.048	0.0275	0.0596	0.3081	0.5512	0.0056							HN-S	0.554	LN	0.827		
(꒪_꒪ׅ)	HN-D	0.6674	2		0				1	False	0.0	0.0	0.6674	0.3241	0.0025	0.0059							HN-D	0.654	HN-D	0.681		
(꒪_꒪✿)	HN-S	0.6336	2		0				1	False	0.0194	0.1401	0.1526	0.6336	0.0016	0.0528							HN-S	0.539	HN-S	0.728		
(꒪ヮ꒪)	HP	0.984	2		0				1	False	0.984	0.0011	0.0015	0.0073	0.0	0.0061							HP	0.976	HP	0.992		
(꒪ꇴ꒪)	HN-S	0.5125	2	HN-S	3	0.035	0.9495	True	3	False	0.0741	0.0	0.4063	0.5125	0.0	0.0071	0.0	0.0	0.3333	0.6667	0.0	0.0	HN-S	0.563	HN-S	0.462		
(꒪꒫	HN-D	0.5031	2		0				1	False	0.0475	0.0056	0.5031	0.3074	0.0	0.1364							HN-D	0.475	HN-D	0.531		
(눈_눈)	HN-D	0.9864	2		0				0	False	0.0	0.0	0.9864	0.01	0.0007	0.0029							HN-D	0.981	HN-D	0.992		
(️)	HN-S	0.7861	2		0				0	False	0.0111	0.0072	0.1446	0.7861	0.0017	0.0493							HN-S	0.876	HN-S	0.696		
(️⚠️)	HN-S	0.9299	2		0				0	False	0.0	0.0	0.0698	0.9299	0.0	0.0003							HN-S	0.977	HN-S	0.883		
(️⚰️)	HN-S	0.4973	2		0				0	False	0.0	0.0	0.4958	0.4973	0.0044	0.0025							HN-S	0.714	HN-D	0.715		
(️✈️)	NB	0.7659	2		0				0	False	0.0001	0.0005	0.0083	0.2247	0.0004	0.7659							NB	0.587	NB	0.945		
(️❤️)	HN-S	0.6667	2		0				0	False	0.0026	0.0232	0.138	0.6667	0.0655	0.1039							HN-S	0.872	HN-S	0.461		
(️️)	HN-S	0.9029	2		0				0	False	0.0032	0.0002	0.052	0.9029	0.0001	0.0418							HN-S	0.964	HN-S	0.842		
(️️️)	HN-S	0.9058	2		0				0	False	0.0002	0.0	0.0635	0.9058	0.0	0.0304							HN-S	0.99	HN-S	0.822		
(︵・ω・)	LN	0.8522	2		0				2	False	0.0	0.0	0.1314	0.0163	0.8522	0.0							LN	0.864	LN	0.84		
(︵・ω・︵)	LN	0.5173	2		0				1	False	0.0	0.0	0.4707	0.012	0.5173	0.0							LN	0.566	HN-D	0.524		
(︵︵)	LN	0.7435	2	HN-S	3	0.3335	0.5188	False	3	False	0.0	0.0	0.2462	0.0102	0.7435	0.0	0.0	0.0	0.0	0.6667	0.3333	0.0	LN	0.766	LN	0.721		
(︵︶︵)	LN	0.8527	2		0				2	False	0.0	0.0	0.1445	0.0028	0.8527	0.0							LN	0.891	LN	0.814		
(︵︿︵)	LN	0.8131	2		0				2	False	0.0	0.0	0.1802	0.0067	0.8131	0.0							LN	0.768	LN	0.858		
(︶︿︶)	LN	0.6037	2		0				2	False	0.0	0.0001	0.3916	0.0043	0.6037	0.0002							LN	0.826	HN-D	0.614		
(︾⌐‿︾)	HP	0.7359	2		0				1	False	0.7359	0.2536	0.0005	0.0006	0.0005	0.009							HP	0.786	HP	0.685		
(︿︿)	HP	0.5286	2	HN-D	49	0.61	0.12	False	49	False	0.5286	0.0947	0.0047	0.003	0.0095	0.3596	0.0	0.0408	0.5306	0.1224	0.3061	0.0	NB	0.484	HP	0.631		
(﹏(._.)っ)	LN	0.7016	2		0				1	False	0.0002	0.0	0.0054	0.2924	0.7016	0.0004							LN	0.679	LN	0.724		
(﹏-)	HN-S	0.9329	2	HN-S	3	0.0238	0.9656	True	3	False	0.0045	0.003	0.0149	0.9329	0.043	0.0017	0.0	0.0	0.0	1.0	0.0	0.0	HN-S	0.947	HN-S	0.919		
(＠_＠;)	HN-S	0.8761	3		0				1	True	0.0054	0.0054	0.0322	0.8761	0.054	0.0269							HN-S	0.989	HN-S	0.954	HN-S	0.685
(＾3＾)	NB	0.593	2		0				1	False	0.1304	0.2765	0.0001	0.0001	0.0	0.593							NB	0.871	LP	0.439		
(＾_＾)	NB	0.9695	2		0				1	False	0.0	0.0	0.0044	0.0063	0.0197	0.9695							NB	0.94	NB	0.999		
(＾‿＾)	NB	0.9482	2	NB	34	0.2415	0.6516	True	34	False	0.0036	0.0482	0.0	0.0	0.0	0.9482	0.2941	0.2059	0.0	0.0882	0.0588	0.3529	NB	0.985	NB	0.912		
(＾∇＾)	HP	0.9198	2		0				1	False	0.9198	0.0015	0.0	0.0	0.0	0.0787							HP	0.847	HP	0.992		
(＾▽＾)	HP	0.4133	3	LP	4	0.1813	0.7385	False	4	True	0.4133	0.2064	0.002	0.002	0.002	0.3744	0.0	0.5	0.0	0.0	0.0	0.5	NB	0.907	HP	0.754	LP	0.506
(＾▿＾)	NB	0.4363	2		0				1	False	0.3249	0.2388	0.0	0.0	0.0	0.4363							NB	0.771	HP	0.585		
(＾・ω・＾)	NB	0.9889	2		0				0	False	0.0067	0.0043	0.0	0.0001	0.0	0.9889							NB	0.999	NB	0.979		
(＾ｪ＾)	NB	0.9344	2		0				1	False	0.0016	0.0638	0.0	0.0002	0.0	0.9344							NB	0.98	NB	0.889		
(ｏ❁・‿・❁)�	NB	0.6916	2		0				1	False	0.0007	0.3071	0.0002	0.0001	0.0003	0.6916							NB	0.756	NB	0.627		
(ｏ・ω・)	NB	0.9638	2	HP	3	0.3224	0.5349	False	3	False	0.0	0.0003	0.0032	0.0138	0.0189	0.9638	0.3333	0.3333	0.0	0.0	0.0	0.3333	NB	0.931	NB	0.996		
(ｏ・ω・)ﾉﾞ	NB	0.8662	2		0				1	False	0.0002	0.0008	0.0223	0.0672	0.0433	0.8662							NB	0.803	NB	0.93		
(｡-ω-)	LN	0.755	3	LP	7	0.4741	0.316	False	7	True	0.0053	0.1465	0.008	0.0053	0.755	0.0799	0.0	1.0	0.0	0.0	0.0	0.0	LN	0.991	LN	0.999	LP	0.433
(｡-‿-｡)	LN	0.4607	3	LP	3	0.2102	0.6967	False	3	True	0.0129	0.3515	0.0084	0.0075	0.4607	0.159	0.0	0.6667	0.0	0.0	0.0	0.3333	LN	0.633	LN	0.71	LP	0.698
(｡-∀-)	NB	0.9225	2	LN	3	0.6568	0.0525	False	3	False	0.0	0.0618	0.0009	0.0003	0.0145	0.9225	0.0	0.0	0.0	0.3333	0.6667	0.0	NB	0.94	NB	0.905		
(｡>‿<｡)	HP	0.9764	2		0				0	False	0.9764	0.0229	0.0	0.0	0.0	0.0007							HP	0.965	HP	0.988		
(｡>﹏<｡)	HN-S	0.781	3	HN-S	10	0.0741	0.8931	True	10	True	0.0349	0.0182	0.0355	0.781	0.1257	0.0045	0.1	0.0	0.0	0.9	0.0	0.0	HN-S	0.972	HN-S	0.861	HN-S	0.51
(｡´‿`｡)	LP	0.9325	3		0				1	True	0.042	0.9325	0.0028	0.0028	0.0056	0.0142							LP	0.999	LP	1.0	LP	0.798
(｡´▽`｡)	LP	0.9071	2		0				1	False	0.0	0.9071	0.0	0.0003	0.0146	0.0779							LP	0.84	LP	0.974		
(｡´꒳`｡)	LP	0.9989	2		0				0	False	0.0	0.9989	0.0	0.0	0.0	0.0011							LP	0.998	LP	1.0		
(｡˃ᆺ˂｡)	HN-S	0.5896	2		0				2	False	0.2998	0.0074	0.0974	0.5896	0.0003	0.0055							HN-S	0.721	HN-S	0.458		
(｡˃‿˂)	HP	0.7244	3	HP	25	0.0302	0.9565	True	25	True	0.7244	0.2215	0.0022	0.0044	0.0022	0.0453	0.88	0.12	0.0	0.0	0.0	0.0	HP	0.825	HP	0.991	LP	0.584
(｡˃‿˂｡)	HP	0.9662	2	HP	6	0.0118	0.9829	True	6	False	0.9662	0.0273	0.0	0.0	0.0	0.0065	1.0	0.0	0.0	0.0	0.0	0.0	HP	0.945	HP	0.987		
(｡˘-˘｡)	LP	0.2991	3		0				1	True	0.0115	0.2991	0.2526	0.0375	0.1553	0.244							HN-D	0.306	HN-D	0.417	LP	0.379
(｡˘³˘)	LP	0.7437	3	LP	4	0.0983	0.8582	True	4	True	0.0431	0.7437	0.0097	0.003	0.0058	0.1948	0.0	1.0	0.0	0.0	0.0	0.0	LP	0.676	LP	0.762	LP	0.793
(｡˘ω˘｡)	LP	0.539	3	LP	4	0.1948	0.719	True	4	True	0.0146	0.539	0.0029	0.0029	0.0059	0.4345	0.0	1.0	0.0	0.0	0.0	0.0	NB	0.628	NB	0.588	LP	0.833
(｡‿‿‿｡)	LP	0.8741	2	LP	32	0.0458	0.934	True	32	False	0.0001	0.8741	0.0	0.0	0.0	0.1258	0.0	1.0	0.0	0.0	0.0	0.0	LP	0.751	LP	0.997		
(｡╯︵╰｡)	LN	0.9281	3	LN	87	0.0259	0.9627	True	87	True	0.0028	0.0055	0.0084	0.0414	0.9281	0.0138	0.0115	0.0	0.0	0.0	0.9885	0.0	LN	1.0	LN	1.0	LN	0.785
(｡╹ω╹｡)	NB	0.732	2		0				0	False	0.1007	0.1574	0.0001	0.0016	0.0081	0.732							NB	0.898	NB	0.566		
(｡◕‿‿◕｡)	NB	0.5599	2		0				1	False	0.0022	0.4379	0.0	0.0	0.0	0.5599							NB	0.86	LP	0.736		
(｡◕‿◕｡)	NB	0.5075	3	NB	135	0.039	0.9438	True	135	True	0.0804	0.4034	0.0022	0.0022	0.0043	0.5075	0.0074	0.2593	0.0	0.0	0.0	0.7333	NB	0.961	LP	0.555	LP	0.617
(｡◕◕｡)	NB	0.8121	2		0				0	False	0.104	0.0339	0.0032	0.0454	0.0015	0.8121							NB	0.965	NB	0.659		
(｡♡‿♡｡)	LP	0.9981	2		0				1	False	0.0006	0.9981	0.0	0.0	0.0	0.0013							LP	0.997	LP	0.999		
(｡♥‿♥｡)	LP	0.8343	3	LP	100	0.0119	0.9829	True	100	True	0.1391	0.8343	0.0021	0.0021	0.0021	0.0203	0.18	0.75	0.0	0.0	0.0	0.07	LP	0.956	LP	0.945	LP	0.601
(｡・	NB	0.612	2		0				0	False	0.0	0.3756	0.0072	0.0042	0.0009	0.612							NB	0.651	NB	0.573		
(｡・ˇ‸ˇ・｡)	HN-D	0.4436	2	HN-D	3	0.1105	0.8406	True	3	False	0.0	0.0414	0.4436	0.0186	0.2742	0.2221	0.0	0.0	0.6667	0.0	0.3333	0.0	HN-D	0.4	HN-D	0.488		
(｡・̀‿-)	LP	0.6477	3	NB	52	0.1837	0.7349	False	52	True	0.0729	0.6477	0.0295	0.0147	0.0053	0.23	0.0192	0.1731	0.0	0.0	0.0	0.8077	NB	0.483	LP	0.773	LP	0.73
(｡・̀‿・́｡)	NB	0.4618	2	NB	4	0.2372	0.6577	True	4	False	0.1307	0.3514	0.042	0.0139	0.0001	0.4618	0.0	0.0	0.0	0.0	0.0	1.0	NB	0.558	LP	0.44		
(｡・́ω・̀｡)	LN	0.9645	2		0				0	False	0.0	0.0015	0.0001	0.01	0.9645	0.0239							LN	0.98	LN	0.949		
(｡・́‿・̀｡)	LP	0.4068	3	LN	8	0.1325	0.8088	False	8	True	0.0385	0.4068	0.0026	0.0072	0.2565	0.2884	0.0	0.125	0.0	0.25	0.375	0.25	LN	0.492	NB	0.448	LP	0.708
(｡・́⌒・̀｡)	LN	0.9977	2		0				0	False	0.0	0.0	0.0002	0.0021	0.9977	0.0							LN	0.998	LN	0.997		
(｡・́︵・̀｡)	LN	0.9157	3		0				2	True	0.0028	0.0084	0.0141	0.045	0.9157	0.014							LN	0.996	LN	0.995	LN	0.756
(｡・́︿・̀｡)	LN	0.8494	3	LN	419	0.0447	0.9355	True	419	True	0.0029	0.0058	0.0214	0.1119	0.8494	0.0087	0.0191	0.0143	0.0597	0.3055	0.5871	0.0143	LN	0.942	LN	0.831	LN	0.776
(｡・ω・｡)	NB	0.5845	3	LP	45	0.0867	0.8749	False	45	True	0.0549	0.349	0.0022	0.0044	0.005	0.5845	0.0	0.7111	0.0	0.0222	0.0	0.2667	NB	0.792	NB	0.764	LP	0.605
(｡・‿-)	LP	0.7085	3		0				2	True	0.0741	0.7085	0.0025	0.0025	0.0025	0.21							LP	0.696	LP	0.748	LP	0.681
(｡・‿・｡)	LP	0.5938	3	LP	12	0.0259	0.9627	True	12	True	0.06	0.5938	0.0024	0.0024	0.0048	0.3366	0.0833	0.5	0.0	0.0	0.0833	0.3333	LP	0.542	LP	0.557	LP	0.683
(｡・∀・)｡'	LP	0.7253	2		0				1	False	0.1132	0.7253	0.0105	0.035	0.0	0.116							LP	0.565	LP	0.886		
(｡・∀・)ﾉﾞ	HP	0.8663	2		0				2	False	0.8663	0.1337	0.0	0.0	0.0	0.0							HP	0.734	HP	0.999		
(｡・ㅅ・｡)	LP	0.4633	2	LP	4	0.26	0.6249	True	4	False	0.0	0.4633	0.0061	0.0157	0.0656	0.4494	0.0	0.75	0.0	0.25	0.0	0.0	LP	0.479	NB	0.482		
(ﾉ>ω<)	HP	1.0	2	HP	34	0.0208	0.97	True	34	False	1.0	0.0	0.0	0.0	0.0	0.0	0.9412	0.0294	0.0	0.0	0.0	0.0294	HP	1.0	HP	1.0		
(ﾉ^_^)	HP	0.9988	2		0				1	False	0.9988	0.0	0.0004	0.0003	0.0	0.0005							HP	0.998	HP	0.999		
(ﾉ´-`ﾉ)	LN	0.7345	2		0				1	False	0.0434	0.0018	0.1394	0.0809	0.7345	0.0							LN	0.869	LN	0.6		
(ﾉ´_´)	LN	0.5217	2		0				2	False	0.4417	0.0045	0.0026	0.0294	0.5217	0.0001							LN	0.838	HP	0.772		
(ﾉ´ω`ﾉ)	LN	0.8949	2	HN-D	4	0.6661	0.039	False	4	False	0.0817	0.0116	0.0022	0.009	0.8949	0.0006	0.0	0.0	0.75	0.25	0.0	0.0	LN	0.962	LN	0.828		
(ﾉ´з`)	LN	0.6093	2		0				1	False	0.3338	0.0211	0.0047	0.0307	0.6093	0.0002							LN	0.773	HP	0.48		
(ﾉ´・ω・)	LN	0.6338	2	LN	3	0.184	0.7345	True	3	False	0.1605	0.1523	0.0163	0.0357	0.6338	0.0014	0.0	0.0	0.0	0.3333	0.6667	0.0	LN	0.803	LN	0.465		
(ﾉ´・ω・`)	LN	0.8996	2	HN-D	22	0.5489	0.2081	False	22	False	0.0034	0.0031	0.0203	0.0735	0.8996	0.0002	0.0	0.0	0.6364	0.3636	0.0	0.0	LN	0.953	LN	0.847		
(ﾉ´ﾉ)	HP	0.6036	2		0				2	False	0.6036	0.0041	0.0231	0.0052	0.3641	0.0							HP	0.516	HP	0.692		
(ﾉ´ﾟдﾟ)	HN-S	0.5776	2		0				1	False	0.0255	0.0	0.2649	0.5776	0.132	0.0							HN-S	0.739	HN-D	0.459		
(ﾉωﾉ)	HP	0.5659	2		0				0	False	0.5659	0.0025	0.0121	0.0048	0.4063	0.0085							LN	0.601	HP	0.758		
(ﾉ≧▽≦�	HP	1.0	2		0				1	False	1.0	0.0	0.0	0.0	0.0	0.0							HP	1.0	HP	1.0		
(ﾉ◕‿◕	HP	0.9954	2		0				1	False	0.9954	0.0023	0.0	0.0	0.0	0.0023							HP	0.993	HP	0.998		
(ﾉ◕ヮ◕	HP	0.9999	2		0				2	False	0.9999	0.0	0.0	0.0	0.0	0.0001							HP	1.0	HP	1.0		
(ﾉ◕ヮ◕)	HP	0.8555	3	HP	415	0.1617	0.7667	True	415	True	0.8555	0.1111	0.0044	0.0044	0.0022	0.0223	0.4289	0.0867	0.1614	0.1205	0.0988	0.1036	HP	1.0	HP	1.0	HP	0.567
(ﾉﾞﾉﾟ)	HP	0.998	2		0				1	False	0.998	0.0	0.0017	0.0003	0.0	0.0							HP	1.0	HP	0.996		
(ﾟoﾟ)	HP	0.9991	2		0				2	False	0.9991	0.0	0.0	0.0006	0.0	0.0003							HP	0.999	HP	0.999		
(ﾟωﾟ)	NB	0.6935	2		0				1	False	0.3059	0.0005	0.0	0.0001	0.0	0.6935							NB	0.586	NB	0.801		
(ﾟдﾟ)	HN-S	0.9442	2	HN-D	30	0.2738	0.605	False	30	False	0.0448	0.0	0.0106	0.9442	0.0	0.0004	0.1333	0.0333	0.3667	0.3	0.1	0.0667	HN-S	0.923	HN-S	0.966		
(ﾟ‿ﾟ)	NB	0.8444	2	LP	3	0.3153	0.5451	False	3	False	0.1452	0.0105	0.0	0.0	0.0	0.8444	0.0	0.6667	0.0	0.0	0.0	0.3333	NB	0.851	NB	0.838		
(ﾟ∀ﾟ)	HP	0.9854	2	HP	7	0.3251	0.531	True	7	False	0.9854	0.0	0.0	0.0	0.0	0.0146	0.2857	0.1429	0.0	0.1429	0.1429	0.2857	HP	0.979	HP	0.991		
(ﾟ∇ﾟ)	HP	0.9999	2	HP	4	0.0	1.0	True	4	False	0.9999	0.0	0.0	0.0	0.0	0.0001	1.0	0.0	0.0	0.0	0.0	0.0	HP	1.0	HP	1.0		
(ﾟ▽ﾟ)	HP	0.9288	2	HP	6	0.0253	0.9634	True	6	False	0.9288	0.0002	0.0	0.0	0.0	0.0711	1.0	0.0	0.0	0.0	0.0	0.0	HP	0.891	HP	0.966		
(ﾟ◕‿ﾟ)	HP	0.9992	2		0				1	False	0.9992	0.0	0.0	0.0	0.0	0.0007							HP	0.999	HP	1.0		
(ﾟ☉ﾟ)	HP	0.8764	2		0				1	False	0.8764	0.0	0.0001	0.1201	0.0	0.0034							HP	0.851	HP	0.902		
(ﾟヘﾟ)	HP	0.7426	2	HN-S	3	0.4258	0.3857	False	3	False	0.7426	0.0	0.0047	0.2295	0.0001	0.0232	0.0	0.0	0.3333	0.6667	0.0	0.0	HP	0.863	HP	0.622		
(ﾟヮﾟ)	HP	0.965	2		0				2	False	0.965	0.0001	0.0	0.0	0.0	0.0349							HP	0.951	HP	0.979		
(ﾟーﾟ)	NB	0.8342	2		0				0	False	0.0004	0.0	0.0022	0.163	0.0001	0.8342							NB	0.698	NB	0.97		
(ﾟ﹏ﾟ)	HN-S	0.868	2	LN	3	0.6803	0.0185	False	3	False	0.1252	0.0	0.0008	0.868	0.0039	0.0021	0.0	0.0	0.0	0.0	1.0	0.0	HN-S	0.874	HN-S	0.862		
(ﾟｰﾟ)	NB	0.4576	3	LN	6	0.41	0.4085	False	6	True	0.4461	0.0275	0.0138	0.0141	0.041	0.4576	0.0	0.0	0.0	0.3333	0.5	0.1667	HP	0.654	HP	0.668	NB	0.697
(ﾟﾛﾟ)	HP	0.9951	2		0				1	False	0.9951	0.0	0.0001	0.0048	0.0	0.0							HP	0.997	HP	0.994		
(￣^￣)	NB	0.8181	2	LP	3	0.6024	0.131	False	3	False	0.0051	0.0437	0.1261	0.0026	0.0045	0.8181	0.0	1.0	0.0	0.0	0.0	0.0	NB	0.797	NB	0.839		
(￣_￣)	NB	0.6331	2	HN-D	3	0.3032	0.5626	False	3	False	0.0	0.0	0.2186	0.0102	0.1381	0.6331	0.0	0.0	0.6667	0.0	0.3333	0.0	HN-D	0.418	NB	0.946		
(￣_￣;)	LN	0.5688	2	HN-S	5	0.3468	0.4997	False	5	False	0.0	0.0	0.1377	0.2935	0.5688	0.0	0.0	0.0	0.0	1.0	0.0	0.0	LN	0.591	LN	0.546		
(￣~￣;)	LN	0.8504	2		0				0	False	0.0	0.0	0.0611	0.0885	0.8504	0.0							LN	0.829	LN	0.872		
(￣ε￣;)	LP	0.6086	2		0				1	False	0.029	0.6086	0.0188	0.0226	0.3208	0.0001							LP	0.832	LN	0.511		
(￣ω￣)	NB	0.92	2		0				2	False	0.0001	0.0799	0.0	0.0	0.0	0.92							NB	0.859	NB	0.981		
(￣ω￣;)	LN	0.7295	2	HN-S	10	0.1358	0.8041	False	10	False	0.0002	0.0031	0.0309	0.2225	0.7295	0.0139	0.0	0.2	0.1	0.4	0.3	0.0	LN	0.732	LN	0.727		
(￣∇￣)	NB	0.7917	2	NB	19	0.0895	0.8709	True	19	False	0.1085	0.0996	0.0	0.0	0.0001	0.7917	0.0	0.3158	0.0	0.0	0.0526	0.6316	NB	0.776	NB	0.807		
(￣∇￣;)	LN	0.6644	2	LP	6	0.4789	0.3091	False	6	False	0.0	0.0	0.0243	0.3094	0.6644	0.0018	0.1667	0.3333	0.0	0.0	0.1667	0.3333	LN	0.625	LN	0.704		
(￣▽￣)	LP	0.5624	2	NB	72	0.125	0.8197	False	72	False	0.048	0.5624	0.0	0.0	0.0	0.3896	0.2222	0.2778	0.0278	0.0278	0.1389	0.3056	LP	0.642	LP	0.483		
(￣▽￣;)	HN-S	0.8527	2	HN-S	10	0.1633	0.7644	True	10	False	0.0001	0.001	0.0036	0.8527	0.1157	0.0269	0.2	0.0	0.0	0.4	0.4	0.0	HN-S	0.893	HN-S	0.813		
(￣へ￣)	HN-D	0.9839	2		0				0	False	0.0	0.0	0.9839	0.0138	0.0022	0.0							HN-D	0.978	HN-D	0.99		
